country,year,population,continent,life_exp,gdp_cap,ln_population,ln_life_exp,ln_gdpPercap
Comoros,1957,170928,Africa,42.46,1211.148548,5.232813211,1.62797999,7.099324402
Comoros,1962,191689,Africa,44.467,1406.648278,5.282597192,1.64803783,7.248965046
Comoros,1967,217378,Africa,46.472,1876.029643,5.337215589,1.667191363,7.536912931
Comoros,1972,250027,Africa,48.944,1937.577675,5.39798691,1.68969946,7.569193851
Comoros,1977,304739,Africa,50.939,1172.603047,5.483928038,1.707050415,7.066981383
Comoros,1982,348643,Africa,52.933,1267.100083,5.54238095,1.723726509,7.144486169
Comoros,1987,395114,Africa,54.926,1315.980812,5.596722418,1.739777973,7.182337531
Comoros,1992,454429,Africa,57.939,1246.90737,5.657466039,1.762970995,7.128421661
Comoros,1997,527982,Africa,60.66,1173.618235,5.722619117,1.782902406,7.067846764
Comoros,2002,614382,Africa,62.974,1075.811558,5.788438483,1.79916128,6.980830593
Comoros,2007,710960,Africa,65.152,986.1478792,5.851845167,1.813927752,6.893806322
"Congo, Dem. Rep.",1952,14100005,Africa,39.143,780.5423257,7.149219267,1.592654108,6.659988967
"Congo, Dem. Rep.",1957,15577932,Africa,40.652,905.8602303,7.192509804,1.609081917,6.808885023
"Congo, Dem. Rep.",1962,17486434,Africa,42.122,896.3146335,7.242701253,1.624508984,6.798291505
"Congo, Dem. Rep.",1967,19941073,Africa,44.056,861.5932424,7.299748523,1.644005063,6.758783283
"Congo, Dem. Rep.",1972,23007669,Africa,45.989,904.8960685,7.361872621,1.662653966,6.807820096
"Congo, Dem. Rep.",1977,26480870,Africa,47.804,795.757282,7.422932249,1.679464238,6.679294217
"Congo, Dem. Rep.",1982,30646495,Africa,47.784,673.7478181,7.486380812,1.679282502,6.512855884
"Congo, Dem. Rep.",1987,35481645,Africa,47.412,672.774812,7.550003746,1.675888276,6.51141067
"Congo, Dem. Rep.",1992,41672143,Africa,45.548,457.7191807,7.619845835,1.658469312,6.126255853
"Congo, Dem. Rep.",1997,47798986,Africa,42.587,312.188423,7.679418684,1.629277048,5.743606925
"Congo, Dem. Rep.",2002,55379852,Africa,44.966,241.1658765,7.743351791,1.652884256,5.485484981
"Congo, Dem. Rep.",2007,64606759,Africa,46.462,277.5518587,7.810277955,1.6670979,5.626007794
"Congo, Rep.",1952,854885,Africa,42.111,2125.621418,5.931907697,1.624395555,7.661819471
"Congo, Rep.",1957,940458,Africa,45.053,2315.056572,5.973339405,1.653723715,7.747189403
"Congo, Rep.",1962,1047924,Africa,48.435,2464.783157,6.020329787,1.685159304,7.809859114
"Congo, Rep.",1967,1179760,Africa,52.04,2677.939642,6.071793667,1.716337288,7.892802988
"Congo, Rep.",1972,1340458,Africa,54.907,3213.152683,6.127253211,1.739627715,8.075007878
"Congo, Rep.",1977,1536769,Africa,55.625,3259.178978,6.186608591,1.745270024,8.089230595
"Congo, Rep.",1982,1774735,Africa,56.695,4879.507522,6.249133514,1.75354476,8.492799576
"Congo, Rep.",1987,2064095,Africa,57.47,4201.194937,6.314729682,1.759441197,8.343124273
"Congo, Rep.",1992,2409073,Africa,56.433,4016.239529,6.38184996,1.751533138,8.298101303
"Congo, Rep.",1997,2800947,Africa,52.962,3484.164376,6.447304891,1.723964377,8.155983517
"Congo, Rep.",2002,3328795,Africa,52.97,3484.06197,6.52228705,1.724029973,8.155954125
"Congo, Rep.",2007,3800610,Africa,55.322,3632.557798,6.579853307,1.742897872,8.197692307
Costa Rica,1952,926317,Americas,57.206,2627.009471,5.966759634,1.757441582,7.873601395
Costa Rica,1957,1112300,Americas,60.026,2990.010802,6.046221937,1.778339404,8.003032279
Costa Rica,1962,1345187,Americas,62.842,3460.937025,6.128782662,1.798249998,8.149294648
Costa Rica,1967,1588717,Americas,65.424,4161.727834,6.201046543,1.815737093,8.333685612
Costa Rica,1972,1834796,Americas,67.849,5118.146939,6.263587785,1.831543451,8.540547727
Costa Rica,1977,2108457,Americas,70.75,5926.876967,6.323964748,1.849726444,8.687252704
Costa Rica,1982,2424367,Americas,73.45,5262.734751,6.384598364,1.8659918,8.568406085
Costa Rica,1987,2799811,Americas,74.752,5629.915318,6.447128715,1.873622817,8.63584968
Costa Rica,1992,3173216,Americas,75.713,6160.416317,6.501499635,1.879170455,8.725899638
Costa Rica,1997,3518107,Americas,77.26,6677.045314,6.546309044,1.887954704,8.80643085
Costa Rica,2002,3834934,Americas,78.123,7723.447195,6.583757894,1.892778912,8.952016071
Costa Rica,2007,4133884,Americas,78.782,9645.06142,6.616358286,1.896427002,9.174201293
Cote d'Ivoire,1952,2977019,Africa,40.477,1388.594732,6.473781606,1.607208317,7.236047531
Cote d'Ivoire,1957,3300000,Africa,42.469,1500.895925,6.51851394,1.628072035,7.313817492
Cote d'Ivoire,1962,3832408,Africa,44.93,1728.869428,6.583471738,1.652536419,7.455222964
Cote d'Ivoire,1967,4744870,Africa,47.35,2052.050473,6.676224318,1.675319983,7.626594803
Cote d'Ivoire,1972,6071696,Africa,49.801,2378.201111,6.783310019,1.697238063,7.774099645
Cote d'Ivoire,1977,7459574,Africa,52.374,2517.736547,6.872714027,1.719115744,7.831115581
Cote d'Ivoire,1982,9025951,Africa,53.983,2602.710169,6.955492971,1.732257016,7.864308554
Cote d'Ivoire,1987,10761098,Africa,54.655,2156.956069,7.031856586,1.737629899,7.676453279
Cote d'Ivoire,1992,12772596,Africa,52.044,1648.073791,7.106279176,1.716370668,7.407362486
Cote d'Ivoire,1997,14625967,Africa,47.991,1786.265407,7.165124589,1.6811598,7.487882355
Cote d'Ivoire,2002,16252726,Africa,46.832,1648.800823,7.210926214,1.670542705,7.407803529
Cote d'Ivoire,2007,18013409,Africa,48.328,1544.750112,7.25559591,1.684198823,7.342617436
Croatia,1952,3882229,Europe,61.21,3119.23652,6.589081149,1.786822379,8.045343546
Croatia,1957,3991242,Europe,64.77,4338.231617,6.601108061,1.811373897,8.375222083
Croatia,1962,4076557,Europe,67.13,5477.890018,6.610293519,1.826916647,8.608475273
Croatia,1967,4174366,Europe,68.5,6960.297861,6.620590524,1.835690571,8.847977549
Croatia,1972,4225310,Europe,69.61,9164.090127,6.625858578,1.842671634,9.123047878
Croatia,1977,4318673,Europe,70.64,11305.38517,6.635350322,1.849050691,9.333034455
Croatia,1982,4413368,Europe,70.46,13221.82184,6.644770142,1.847942639,9.489623913
Croatia,1987,4484310,Europe,71.52,13822.58394,6.651695628,1.854427506,9.534059051
Croatia,1992,4494013,Europe,72.527,8447.794873,6.652634324,1.860499714,9.041660725
Croatia,1997,4444595,Europe,73.68,9875.604515,6.647832193,1.867349617,9.197822805
Croatia,2002,4481020,Europe,74.876,11628.38895,6.651376882,1.874342636,9.361204711
Croatia,2007,4493312,Europe,75.748,14619.22272,6.652566576,1.879371171,9.590092566
Cuba,1952,6007797,Americas,59.421,5586.53878,6.77871525,1.773939956,8.628115194
Cuba,1957,6640752,Americas,62.325,6092.174359,6.822217262,1.794662287,8.714760335
Cuba,1962,7254373,Americas,65.246,5180.75591,6.860599882,1.814553892,8.552706253
Cuba,1967,8139332,Americas,68.29,5690.268015,6.910588764,1.834357113,8.646512629
Cuba,1972,8831348,Americas,70.723,5305.445256,6.946026999,1.849560675,8.576488979
Cuba,1977,9537988,Americas,72.649,6380.494966,6.979456772,1.861229641,8.761000954
Cuba,1982,9789224,Americas,73.717,7316.918107,6.990748266,1.867567653,8.897944495
Cuba,1987,10239839,Americas,74.174,7532.924763,7.010293128,1.8702517,8.92703866
Cuba,1992,10723260,Americas,74.414,5592.843963,7.030326836,1.87165465,8.629243196
Cuba,1997,10983007,Americas,76.151,5431.990415,7.04072126,1.881675611,8.600060905
Cuba,2002,11226999,Americas,77.158,6340.646683,7.050263684,1.887380962,8.754736043
Cuba,2007,11416987,Americas,78.273,8948.102923,7.057551507,1.89361198,9.099196825
Czech Republic,1952,9125183,Europe,66.87,6876.14025,6.960241583,1.825231323,8.835812763
Czech Republic,1957,9513758,Europe,69.03,8256.343918,6.9783521,1.839037873,9.018737144
Czech Republic,1962,9620282,Europe,69.9,10136.86713,6.983187803,1.844477176,9.223934268
Czech Republic,1967,9835109,Europe,70.38,11399.44489,6.992779177,1.847449262,9.341319939
Czech Republic,1972,9862158,Europe,70.29,13108.4536,6.993971956,1.846893543,9.481012614
Czech Republic,1977,10161915,Europe,70.71,14800.16062,7.006975558,1.849480837,9.602393312
Czech Republic,1982,10303704,Europe,70.96,15377.22855,7.012993374,1.851013607,9.640643029
Czech Republic,1987,10311597,Europe,71.58,16310.4434,7.013325931,1.854791694,9.699560881
Czech Republic,1992,10315702,Europe,72.4,14297.02122,7.013498788,1.859738566,9.567806488
Czech Republic,1997,10300707,Europe,74.01,16048.51424,7.012867034,1.869290404,9.683371554
Czech Republic,2002,10256295,Europe,75.51,17596.21022,7.010990504,1.87800447,9.775438829
Czech Republic,2007,10228744,Europe,76.486,22833.30851,7.009822309,1.883581949,10.03597565
Denmark,1952,4334000,Europe,70.78,9692.385245,6.636888907,1.849910558,9.17909583
Denmark,1957,4487831,Europe,71.81,11099.65935,6.652036494,1.856184927,9.314669698
Denmark,1962,4646899,Europe,72.35,13583.31351,6.667163233,1.859438535,9.516597371
Denmark,1967,4838800,Europe,72.96,15937.21123,6.684737672,1.863084825,9.676411983
Denmark,1972,4991596,Europe,73.47,18866.20721,6.698239428,1.86611004,9.845127622
Denmark,1977,5088419,Europe,74.69,20422.9015,6.706582866,1.873262459,9.924412173
Denmark,1982,5117810,Europe,74.63,21688.04048,6.709084159,1.872913442,9.984516258
Denmark,1987,5127024,Europe,74.8,25116.17581,6.70986535,1.873901598,10.13126737
Denmark,1992,5171393,Europe,75.33,26406.73985,6.713607543,1.876967967,10.18137455
Denmark,1997,5283663,Europe,76.11,29804.34567,6.72293511,1.881441722,10.30240949
Denmark,2002,5374693,Europe,77.18,32166.50006,6.730353663,1.887504774,10.37868082
Denmark,2007,5468120,Europe,78.332,35278.41874,6.737838037,1.893939215,10.47102669
Djibouti,1952,63149,Africa,34.812,2669.529475,4.800366478,1.541728975,7.889657509
Djibouti,1957,71851,Africa,37.328,2864.969076,4.856432817,1.572034721,7.960312835
Djibouti,1962,89898,Africa,39.693,3020.989263,4.95375003,1.598713924,8.013339627
Djibouti,1967,127617,Africa,42.074,3020.050513,5.105908531,1.624013803,8.013028836
Djibouti,1972,178848,Africa,44.366,3694.212352,5.252484088,1.647050275,8.214522645
Djibouti,1977,228694,Africa,46.519,3081.761022,5.359254771,1.66763037,8.033256473
Djibouti,1982,305991,Africa,48.812,2879.468067,5.485708653,1.688526603,7.965360857
Djibouti,1987,311025,Africa,50.04,2880.102568,5.492795299,1.699317301,7.965581186
Djibouti,1992,384156,Africa,51.604,2377.156192,5.584507621,1.712683367,7.773660175
Djibouti,1997,417908,Africa,53.157,1895.016984,5.621080685,1.725560463,7.54698308
Djibouti,2002,447416,Africa,53.373,1908.260867,5.650711511,1.727321614,7.553947565
Djibouti,2007,496374,Africa,54.791,2082.481567,5.695809025,1.738709227,7.641315523
Dominican Republic,1952,2491346,Americas,45.928,1397.717137,6.396434047,1.662077534,7.242595568
Dominican Republic,1957,2923186,Americas,49.828,1544.402995,6.46585645,1.697473456,7.342392704
Dominican Republic,1962,3453434,Americas,53.459,1662.137359,6.53825116,1.728020831,7.415859619
Dominican Republic,1967,4049146,Americas,56.751,1653.723003,6.607363436,1.753973519,7.410784391
Dominican Republic,1972,4671329,Americas,59.631,2189.874499,6.669440456,1.775472092,7.691599515
Dominican Republic,1977,5302800,Americas,61.788,2681.9889,6.724505248,1.790904138,7.894313925
Dominican Republic,1982,5968349,Americas,63.727,2861.092386,6.775854211,1.804323474,7.958958784
Dominican Republic,1987,6655297,Americas,66.046,2899.842175,6.823167441,1.81984652,7.972411592
Dominican Republic,1992,7351181,Americas,68.457,3044.214214,6.866357116,1.835417863,8.020998089
Dominican Republic,1997,7992357,Americas,69.957,3614.101285,6.902674875,1.844831177,8.192598496
Dominican Republic,2002,8650322,Americas,70.847,4563.808154,6.937032274,1.850321465,8.425912675
Dominican Republic,2007,9319622,Americas,72.235,6025.374752,6.969398298,1.858747677,8.703734956
Ecuador,1952,3548753,Americas,48.357,3522.110717,6.550075773,1.68445935,8.166815724
Ecuador,1957,4058385,Americas,51.356,3780.546651,6.608353244,1.71059119,8.237623895
Ecuador,1962,4681707,Americas,54.64,4086.114078,6.67040423,1.737510691,8.315349694
Ecuador,1967,5432424,Americas,56.678,4579.074215,6.734993659,1.753414517,8.42925212
Ecuador,1972,6298651,Americas,58.796,5280.99471,6.799247545,1.769347781,8.571869751
Ecuador,1977,7278866,Americas,61.31,6679.62326,6.862063724,1.787531316,8.806816867
Ecuador,1982,8365850,Americas,64.342,7213.791267,6.922510073,1.808494556,8.883749927
Ecuador,1987,9545158,Americas,67.231,6481.776993,6.979783122,1.827569571,8.776749979
Ecuador,1992,10748394,Americas,69.613,7103.702595,7.031343578,1.84269035,8.868371419
Ecuador,1997,11911819,Americas,72.312,7429.455877,7.075978086,1.859210373,8.913207902
Ecuador,2002,12921234,Americas,74.173,5773.044512,7.111303992,1.870245845,8.660954865
Ecuador,2007,13755680,Americas,74.994,6873.262326,7.138482064,1.875026518,8.835394138
Egypt,1952,22223309,Africa,41.893,1418.822445,7.346808725,1.622141462,7.257582542
Egypt,1957,25009741,Africa,44.444,1458.915272,7.398109194,1.647813139,7.285448474
Egypt,1962,28173309,Africa,46.992,1693.335853,7.449837859,1.672023929,7.43445574
Egypt,1967,31681188,Africa,49.293,1814.880728,7.500801459,1.69278525,7.50377503
Egypt,1972,34807417,Africa,51.137,2024.008147,7.541671796,1.708735246,7.612835056
Egypt,1977,38783863,Africa,53.319,2785.493582,7.588651064,1.726881996,7.932180365
Egypt,1982,45681811,Africa,56.006,3503.729636,7.659743313,1.748234556,8.16158329
Egypt,1987,52799062,Africa,59.797,3885.46071,7.722626207,1.776679396,8.264996843
Egypt,1992,59402198,Africa,63.674,3794.755195,7.773802515,1.803962133,8.241375181
Egypt,1997,66134291,Africa,67.217,4173.181797,7.820426702,1.827479125,8.336434045
Egypt,2002,73312559,Africa,69.806,4754.604414,7.865178379,1.843892753,8.466868778
Egypt,2007,80264543,Africa,71.338,5581.180998,7.904523737,1.853320929,8.627155681
El Salvador,1952,2042865,Americas,45.262,3048.3029,6.310239668,1.65573374,8.022340289
El Salvador,1957,2355805,Americas,48.57,3421.523218,6.372139339,1.686368103,8.137841116
El Salvador,1962,2747687,Americas,52.307,3776.803627,6.438967259,1.718559812,8.23663333
El Salvador,1967,3232927,Americas,55.855,4358.595393,6.509595898,1.747062056,8.379905127
El Salvador,1972,3790903,Americas,58.207,4520.246008,6.578742672,1.764975216,8.416321698
El Salvador,1977,4282586,Americas,56.696,5138.922374,6.631706093,1.75355242,8.544598682
El Salvador,1982,4474873,Americas,56.604,4098.344175,6.650780714,1.752847122,8.318338311
El Salvador,1987,4842194,Americas,63.154,4140.442097,6.685042185,1.800400863,8.328557848
El Salvador,1992,5274649,Americas,66.798,4444.2317,6.722193565,1.824763459,8.399362287
El Salvador,1997,5783439,Americas,69.535,5154.825496,6.762186159,1.842203459,8.547688544
El Salvador,2002,6353681,Americas,70.734,5351.568666,6.803025406,1.849628218,8.585145006
El Salvador,2007,6939688,Americas,71.878,5728.353514,6.841339946,1.856595984,8.653183424
Equatorial Guinea,1952,216964,Africa,34.482,375.6431231,5.336387679,1.537592448,5.928639552
Equatorial Guinea,1957,232922,Africa,35.983,426.0964081,5.367210511,1.556097369,6.054665631
Equatorial Guinea,1962,249220,Africa,37.485,582.8419714,5.396582892,1.573857515,6.367916089
Equatorial Guinea,1967,259864,Africa,38.987,915.5960025,5.414746119,1.590919818,6.819575222
Equatorial Guinea,1972,277603,Africa,40.516,672.4122571,5.443424155,1.607626562,6.51087163
Equatorial Guinea,1977,192675,Africa,42.024,958.5668124,5.284825368,1.623497388,6.865439265
Equatorial Guinea,1982,285483,Africa,43.662,927.8253427,5.455580252,1.640103625,6.832843507
Equatorial Guinea,1987,341244,Africa,45.664,966.8968149,5.533065024,1.659573951,6.874091783
Equatorial Guinea,1992,387838,Africa,47.545,1132.055034,5.588650359,1.677104852,7.031789874
Equatorial Guinea,1997,439971,Africa,48.245,2814.480755,5.643424052,1.683452311,7.942533067
Equatorial Guinea,2002,495627,Africa,49.348,7703.4959,5.695154957,1.693269556,8.949429518
Equatorial Guinea,2007,551201,Africa,51.579,12154.08975,5.741309997,1.712472918,9.405420997
Eritrea,1952,1438760,Africa,35.928,328.9405571,6.157988355,1.555433042,5.795877057
Eritrea,1957,1542611,Africa,38.047,344.1618859,6.188256424,1.580320418,5.841112145
Eritrea,1962,1666618,Africa,40.158,380.9958433,6.221836068,1.603772075,5.942788465
Eritrea,1967,1820319,Africa,42.189,468.7949699,6.260147502,1.625199231,6.150165508
Eritrea,1972,2260187,Africa,44.142,514.3242082,6.354144373,1.644852006,6.242853822
Eritrea,1977,2512642,Africa,44.535,505.7538077,6.400130615,1.648701457,6.226050005
Eritrea,1982,2637297,Africa,43.89,524.8758493,6.421159041,1.642365581,6.263161757
Eritrea,1987,2915959,Africa,46.453,521.1341333,6.464781413,1.667013767,6.256007462
Eritrea,1992,3668440,Africa,49.991,582.8585102,6.56448142,1.698891824,6.367944464
Eritrea,1997,4058319,Africa,53.378,913.47079,6.608346181,1.727362297,6.817251399
Eritrea,2002,4414865,Africa,55.24,765.3500015,6.644917428,1.74225367,6.640333247
Eritrea,2007,4906585,Africa,58.04,641.3695236,6.690779327,1.763727404,6.463605771
Ethiopia,1952,20860941,Africa,34.078,362.1462796,7.319333895,1.532474099,5.892048217
Ethiopia,1957,22815614,Africa,36.667,378.9041632,7.358232161,1.564275379,5.937283306
Ethiopia,1962,25145372,Africa,40.059,419.4564161,7.400458065,1.602700104,6.038959626
Ethiopia,1967,27860297,Africa,42.115,516.1186438,7.444985742,1.624436805,6.246336669
Ethiopia,1972,30770372,Africa,43.515,566.2439442,7.488132747,1.638638988,6.339024982
Ethiopia,1977,34617799,Africa,44.51,556.8083834,7.539299452,1.648457594,6.322221165
Ethiopia,1982,38111756,Africa,44.916,577.8607471,7.581058959,1.652401073,6.359332918
Ethiopia,1987,42999530,Africa,46.684,573.7413142,7.633463709,1.66916806,6.352178623
Ethiopia,1992,52088559,Africa,48.091,421.3534653,7.716742343,1.682063808,6.043472066
Ethiopia,1997,59861301,Africa,49.402,515.8894013,7.777146151,1.693744531,6.245892404
Ethiopia,2002,67946797,Africa,50.725,530.0535319,7.832168989,1.705222056,6.272978005
Ethiopia,2007,76511887,Africa,52.947,690.8055759,7.883728913,1.723841358,6.537858418
Finland,1952,4090500,Europe,66.55,6424.519071,6.611776397,1.82314806,8.767877054
Finland,1957,4324000,Europe,67.49,7545.415386,6.635885685,1.829239428,8.928695424
Finland,1962,4491443,Europe,68.75,9371.842561,6.652385893,1.837272703,9.145465001
Finland,1967,4605744,Europe,69.83,10921.63626,6.663299795,1.844042042,9.298501079
Finland,1972,4639657,Europe,70.87,14358.8759,6.666485875,1.850462433,9.57212356
Finland,1977,4738902,Europe,72.52,15605.42283,6.675677728,1.860457795,9.65537375
Finland,1982,4826933,Europe,74.55,18533.15761,6.683671271,1.872447648,9.82731671
Finland,1987,4931729,Europe,74.83,21141.01223,6.692999204,1.874075745,9.95897014
Finland,1992,5041039,Europe,75.7,20647.16499,6.702520057,1.87909588,9.9353333
Finland,1997,5134406,Europe,77.13,23723.9502,6.710490207,1.887223331,10.07424037
Finland,2002,5193039,Europe,78.37,28204.59057,6.715421584,1.894149847,10.24724003
Finland,2007,5238460,Europe,79.313,33207.0844,6.719203632,1.899344377,10.41051852
France,1952,42459667,Europe,67.41,7029.809327,7.627976584,1.828724327,8.857914862
France,1957,44310863,Europe,68.93,8662.834898,7.646510208,1.838408278,9.066797303
France,1962,47124000,Europe,70.51,10560.48553,7.673242147,1.848250715,9.264874534
France,1967,49569000,Europe,71.55,12999.91766,7.695210158,1.854609638,9.472698303
France,1972,51732000,Europe,72.38,16107.19171,7.713759269,1.859618579,9.687021141
France,1977,53165019,Europe,73.83,18292.63514,7.725625973,1.868232868,9.814253806
France,1982,54433565,Europe,74.89,20293.89746,7.735866778,1.874423831,9.918075502
France,1987,55630100,Europe,76.34,22066.44214,7.745309841,1.882752156,10.00181328
France,1992,57374179,Europe,77.46,24703.79615,7.758716484,1.889077493,10.1147122
France,1997,58623428,Europe,78.64,25889.78487,7.76807121,1.895643505,10.16160376
France,2002,59925035,Europe,79.59,28926.03234,7.777608296,1.900858505,10.27249724
France,2007,61083916,Europe,80.657,30470.0167,7.785926871,1.906642065,10.32449842
Gabon,1952,420702,Africa,37.003,4293.476475,5.623974577,1.568236936,8.364852051
Gabon,1957,434904,Africa,38.999,4976.198099,5.638393402,1.591053471,8.512421445
Gabon,1962,455661,Africa,40.489,6631.459222,5.658641859,1.607337051,8.799580153
Gabon,1967,489004,Africa,44.598,8358.761987,5.689312412,1.649315383,9.031065607
Gabon,1972,537977,Africa,48.69,11401.94841,5.730763709,1.687439775,9.341539533
Gabon,1977,706367,Africa,52.79,21745.57328,5.849030402,1.722551662,9.987165488
Gabon,1982,753874,Africa,56.564,15113.36194,5.877298765,1.752540114,9.623334528
Gabon,1987,880397,Africa,60.19,11864.40844,5.944678554,1.779524343,9.38129831
Gabon,1992,985739,Africa,61.366,13522.15752,5.993761939,1.787927816,9.512084917
Gabon,1997,1126189,Africa,60.461,14722.84188,6.051611281,1.781475326,9.597155436
Gabon,2002,1299304,Africa,56.761,12521.71392,6.113710775,1.754050038,9.43521953
Gabon,2007,1454867,Africa,56.735,13206.48452,6.162823293,1.753851059,9.488463239
Gambia,1952,284320,Africa,30,485.2306591,5.45380741,1.477121255,6.184624364
Gambia,1957,323150,Africa,32.065,520.9267111,5.50940416,1.506031244,6.255609362
Gambia,1962,374020,Africa,33.896,599.650276,5.572894826,1.530148451,6.396346612
Gambia,1967,439593,Africa,35.857,734.7829124,5.643050768,1.554573951,6.599575098
Gambia,1972,517101,Africa,38.308,756.0868363,5.713575378,1.583289479,6.628156232
Gambia,1977,608274,Africa,41.842,884.7552507,5.784099253,1.621612435,6.785311054
Gambia,1982,715523,Africa,45.58,835.8096108,5.854623598,1.658774321,6.728400849
Gambia,1987,848406,Africa,49.265,611.6588611,5.928603731,1.692538487,6.416174711
Gambia,1992,1025384,Africa,52.644,665.6244126,6.010886536,1.72134888,6.500725566
Gambia,1997,1235767,Africa,55.861,653.7301704,6.091936594,1.747108706,6.482694683
Gambia,2002,1457766,Africa,58.041,660.5855997,6.163687817,1.763734886,6.493126714
Gambia,2007,1688359,Africa,59.448,752.7497265,6.227464797,1.774137248,6.623732804
Germany,1952,69145952,Europe,67.5,7144.114393,7.83976676,1.829303773,8.874044135
Germany,1957,71019069,Europe,69.1,10187.82665,7.851374975,1.839478047,9.228948821
Germany,1962,73739117,Europe,70.3,12902.46291,7.867697933,1.846955325,9.465173495
Germany,1967,76368453,Europe,70.8,14745.62561,7.882913993,1.850033258,9.598701749
Germany,1972,78717088,Europe,71,18016.18027,7.89606902,1.851258349,9.799025537
Germany,1977,78160773,Europe,72.5,20512.92123,7.892988846,1.860338007,9.92881027
Germany,1982,78335266,Europe,73.8,22031.53274,7.893957322,1.868056362,10.00023001
Germany,1987,77718298,Europe,74.847,24639.18566,7.890523281,1.874174398,10.11209337
Germany,1992,80597764,Europe,76.07,26505.30317,7.906322993,1.881213416,10.18510011
Germany,1997,82011073,Europe,77.34,27788.88416,7.913872494,1.888404168,10.23239137
Germany,2002,82350671,Europe,78.67,30035.80198,7.915667142,1.89580915,10.31014535
Germany,2007,82400996,Europe,79.406,32170.37442,7.915932461,1.899853319,10.37880126
Ghana,1952,5581001,Africa,43.149,911.2989371,6.7467121,1.634970735,6.814870985
Ghana,1957,6391288,Africa,44.779,1043.561537,6.805588388,1.651074391,6.950394697
Ghana,1962,7355248,Africa,46.452,1190.041118,6.866597321,1.667004417,7.081743138
Ghana,1967,8490213,Africa,48.072,1125.69716,6.928918586,1.681892191,7.02615782
Ghana,1972,9354120,Africa,49.875,1178.223708,6.971002937,1.697882909,7.071763251
Ghana,1977,10538093,Africa,51.756,993.2239571,7.022762027,1.713960704,6.900956174
Ghana,1982,11400338,Africa,53.744,876.032569,7.056917728,1.730329986,6.775403269
Ghana,1987,14168101,Africa,55.729,847.0061135,7.151311644,1.74608125,6.741707912
Ghana,1992,16278738,Africa,57.501,925.060154,7.211620733,1.759675398,6.829858767
Ghana,1997,18418288,Africa,58.556,1005.245812,7.26524926,1.767571402,6.91298738
Ghana,2002,20550751,Africa,58.453,1111.984578,7.312827697,1.766806805,7.013901606
Ghana,2007,22873338,Africa,60.022,1327.60891,7.359329548,1.778310463,7.191134791
Greece,1952,7733250,Europe,65.86,3530.690067,6.88836205,1.818621726,8.169248617
Greece,1957,8096218,Europe,67.86,4916.299889,6.908282194,1.831613855,8.500311471
Greece,1962,8448233,Europe,69.51,6017.190733,6.926765883,1.842047289,8.702375774
Greece,1967,8716441,Europe,71,8513.097016,6.940339195,1.851258349,9.049361082
Greece,1972,8888628,Europe,72.34,12724.82957,6.948834731,1.859378504,9.451310448
Greece,1977,9308479,Europe,73.68,14195.52428,6.968878723,1.867349617,9.560682002
Greece,1982,9786480,Europe,75.24,15268.42089,6.990626513,1.876448787,9.63354198
Greece,1987,9974490,Europe,76.67,16120.52839,6.998890699,1.884625463,9.687848794
Greece,1992,10325429,Europe,77.03,17541.49634,7.013908105,1.886659898,9.772324572
Greece,1997,10502372,Europe,77.869,18747.69814,7.021287397,1.891364597,9.838826258
Greece,2002,10603863,Europe,78.256,22514.2548,7.025464108,1.893517645,10.02190393
Greece,2007,10706290,Europe,79.483,27538.41188,7.029639003,1.900274251,10.2233371
Guatemala,1952,3146381,Americas,42.023,2428.237769,6.497811311,1.623487053,7.794921075
Guatemala,1957,3640876,Americas,44.142,2617.155967,6.561205888,1.644852006,7.869843498
Guatemala,1962,4208858,Americas,46.954,2750.364446,6.624164274,1.671672596,7.919488708
Guatemala,1967,4690773,Americas,50.016,3242.531147,6.671244417,1.699108956,8.084109522
Guatemala,1972,5149581,Americas,53.738,4031.408271,6.711771894,1.730281499,8.301871041
Guatemala,1977,5703430,Americas,56.029,4879.992748,6.756136116,1.748412871,8.492899013
Guatemala,1982,6395630,Americas,58.137,4820.49479,6.805883331,1.764452617,8.480631855
Guatemala,1987,7326406,Americas,60.782,4246.485974,6.864890982,1.783774986,8.35384709
Guatemala,1992,8486949,Americas,63.373,4439.45084,6.928751592,1.801904267,8.398285963
Guatemala,1997,9803875,Americas,66.322,4684.313807,6.991397765,1.821657614,8.451974718
Guatemala,2002,11178650,Americas,68.978,4858.347495,7.048389359,1.838710598,8.488453637
Guatemala,2007,12572928,Americas,70.259,5186.050003,7.099436429,1.846701964,8.553727608
Guinea,1952,2664249,Africa,33.609,510.1964923,6.425574811,1.526455591,6.234795931
Guinea,1957,2876726,Africa,34.558,576.2670245,6.458898499,1.5385486,6.356571137
Guinea,1962,3140003,Africa,35.753,686.3736739,6.496930063,1.553312489,6.531422194
Guinea,1967,3451418,Africa,37.197,708.7595409,6.53799756,1.570507915,6.563516317
Guinea,1972,3811387,Africa,38.842,741.6662307,6.581083048,1.589301584,6.608899318
Guinea,1977,4227026,Africa,40.762,874.6858643,6.626034919,1.610255485,6.77386481
Guinea,1982,4710497,Africa,42.891,857.2503577,6.673066732,1.632366172,6.753730009
Guinea,1987,5650262,Africa,45.552,805.5724718,6.752068586,1.65850745,6.69155317
Guinea,1992,6990574,Africa,48.576,794.3484384,6.844512837,1.68642175,6.677522204
Guinea,1997,8048834,Africa,51.455,869.4497668,6.905732971,1.711427583,6.76786056
